976,cluster studio,1983-11-23
977,presents studio,1971-10-20
978,ins studio,1978-11-16
979,trust studio,1970-2-13
980,went studio,1998-10-1
981,consultation studio,1981-12-13
982,album studio,1983-10-17
983,automatic studio,1981-3-21
984,halloween studio,1994-2-8
985,her studio,1969-11-13
986,node studio,1974-7-9
987,robinson studio,2001-10-19
988,eligibility studio,1967-12-8
989,plans studio,1999-6-17
990,development studio,1988-8-15
991,updates studio,1990-4-27
992,capable studio,1979-6-13
993,frequency studio,1984-10-27
994,ge studio,1960-5-1
995,nutrition studio,1993-3-13
996,profiles studio,1978-9-19
997,necessary studio,1968-3-13
998,experienced studio,2008-5-5
999,habitat studio,1965-12-9
1000,wells studio,1983-4-24
